2564-12-26 14:12,DQ Added: 058 Eaksirichayakul Chinnapat (CCP): Stage 4: Stage 4<2.2.B Broke muzzle safe point/180 plane>,
2564-12-26 12:11,DQ Added: 076 Sapyuth Wichan (ESP): Stage 4: Stage 4<2.2.B Broke muzzle safe point/180 plane>,
2564-12-26 11:59,DQ Added: 009 Chanaklang Sanan (CDP): Stage 6: Stage 6<2.2.D A discharge off of the firing line>,
2564-12-26 10:50,DQ Added: 023 Suckchroen Vachira (ESP): Stage 4: Stage 4<2.2.B Broke muzzle safe point/180 plane>,
2564-12-26 10:49,DQ Added: 042 WATTHANASIRI NATTTHAWAT (BUG): Stage 6: Stage 6<2.2.A Sweeping yourself or others>,
2564-12-26 10:46,DQ Added: 036 Boon Chin Tai (ESP): Stage 6: Stage 6<2.2.A Sweeping yourself or others>,
2564-12-26 10:22,DQ Added: 020 Tanpoonkiat Peerapol (ESP): Stage 4: Stage 4<2.2.B Broke muzzle safe point/180 plane>,
2564-12-26 10:22,DQ Added: 020 Tanpoonkiat Peerapol (ESP): Stage 4: Stage 4<2.2.B Broke muzzle safe point/180 plane>,
2564-12-26 10:21,DQ Added: 020 Tanpoonkiat Peerapol (ESP): Stage 4: Stage 4<2.2.B Broke muzzle safe point/180 plane>,
2564-12-26 10:11,'Flagrant':1 shooter:057 Morgan George (PCC) stage:Stage 6,
2564-12-25 14:09,DQ Added: 080 Watcharaseree Preecha (ESP): Stage 4: Stage 4<2.2.B Broke muzzle safe point/180 plane><2.2.G Drawing a firearm while facing up range>,
2564-12-25 14:08,DQ Added: 113 Katemorn Suraphong (CO): Stage 9: Stage 9<2.2.D A discharge off of the firing line>,
2564-12-25 13:10,DQ Added: 080 Watcharaseree Preecha (ESP): Stage 4: Stage 4<2.2.B Broke muzzle safe point/180 plane>,
2564-12-25 13:10,DQ Added: 093 Sripipat Sermchai (SSP): Stage 4: Stage 4<2.2.C Intentionally engaging a non target><2.2.D A discharge off of the firing line>,
2564-12-25 12:00,DQ Added: 093 Sripipat Sermchai (SSP): Stage 4: Stage 4<2.2.C Intentionally engaging a non target>,
2564-12-25 11:31,DQ Added: 080 Watcharaseree Preecha (ESP): Stage 4: Stage 4<2.2.B Broke muzzle safe point/180 plane>,
2564-12-25 10:32,'Flagrant':1 shooter:095 Tuntariyanond Patames (SSP) stage:Stage 1,
